t,f
4.322,31.7
4.322,-15.5
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.305,55.6
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.305,55.6
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.301,11.1
4.305,55.6
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.305,55.6
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
4.309,94.1
4.313,99.1
4.317,81.9
4.322,31.7
4.322,-15.5
5.706,-61.9
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.706,-61.9
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.71,-91.1
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
5.716,-97.8
5.718,-77.2
5.723,-24.2
5.727,23.1
5.732,65.2
7.107,10.8
7.111,55.3
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.111,55.3
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,94.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
7.117,95.9
7.12,72.0
7.124,16.6
7.128,-30.6
7.133,-70.9
7.136,-99.0
8.513,-61.6
8.517,-90.9
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.521,-97.9
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
8.525,-66.4
8.526,-8.9
8.529,37.9
8.534,76.2
8.538,99.8
8.542,91.7
9.917,93.9
9.922,96.0
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.922,96.0
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.926,72.3
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.931,17.0
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
9.934,-44.9
9.934,-81.0
9.938,-100.0
9.942,-88.3
9.946,-43.1
11.266,92.5
11.27,51.7
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.27,51.7
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.27,51.7
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.274,6.5
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
11.278,-86.7
11.283,-99.9
11.286,-82.9
11.291,-47.9
11.275,-40.1
