x_value,total_1,total_2
"357
",0.29151272773742676,
"358
",0.2997121810913086,
"369
",0.30382800102233887,
"380
",0.3078889846801758,
"379
",0.31198954582214355,
"379
",0.3201887607574463,
"380
",0.32427024841308594,
"385
",0.3283989429473877,
"390
",0.3324930667877197,
"350
",0.3406548500061035,
"262
",0.3447721004486084,
"230
",0.3488497734069824,
"213
",0.3570551872253418,
"209
",0.3611748218536377,
"224
",0.36525654792785645,
"246
",0.3693680763244629,
"272
",0.3775186538696289,
"296
",0.3816397190093994,
"313
",0.3857581615447998,
"326
",0.3898618221282959,
"340
",0.39798998832702637,
"355
",0.4022552967071533,
"363
",0.40742945671081543,
"365
",0.4144721031188965,
"369
",0.41849732398986816,
"376
",0.42258477210998535,
"376
",0.42668628692626953,
"372
",0.4348883628845215,
"377
",0.4389944076538086,
"381
",0.44310522079467773,
"377
",0.4472205638885498,
"374
",0.45540690422058105,
"380
",0.4595189094543457,
"384
",0.46356987953186035,
"382
",0.4717557430267334,
"381
",0.4758906364440918,
"388
",0.4799482822418213,
"391
",0.48406267166137695,
"389
",0.49225926399230957,
"389
",0.4963557720184326,
"399
",0.5005576610565186,
"405
",0.5045294761657715,
"401
",0.5127148628234863,
"403
",0.5168416500091553,
"413
",0.5209395885467529,
"419
",0.5250227451324463,
"416
",0.5337836742401123,
"418
",0.5372745990753174,
"428
",0.54140305519104,
"430
",0.5495693683624268,
"423
",0.5536725521087646,
"423
",0.5577993392944336,
"428
",0.5618569850921631,
"423
",0.5700411796569824,
"408
",0.574195384979248,
"401
",0.5782594680786133,
"397
",0.582526445388794,
"383
",0.5905840396881104,
"364
",0.594724178314209,
"357
",0.5988733768463135,
"354
",0.6070034503936768,
"340
",0.6123769283294678,
"326
",0.6151556968688965,
"327
",0.6192755699157715,
"329
",0.6274762153625488,
"322
",0.6315517425537109,
"318
",0.635643482208252,
"320
",0.6404454708099365,
"320
",0.6485996246337891,
"308
",0.6520335674285889,
"303
",0.6561462879180908,
"307
",0.6642870903015137,
"304
",0.670363187789917,
"295
",0.6724905967712402,
"297
",0.6766090393066406,
"307
",0.6850199699401855,
"311
",0.6888859272003174,
"305
",0.6929800510406494,
"309
",0.6971557140350342,
"315
",0.7052500247955322,
"315
",0.7094273567199707,
"308
",0.7144992351531982,
"310
",0.717562198638916,
"317
",0.7257673740386963,
"314
",0.7303485870361328,
"312
",0.7340030670166016,
"320
",0.7421219348907471,
"326
",0.746647834777832,
"318
",0.7503373622894287,
"316
",0.7544960975646973,
"324
",0.7630300521850586,
"327
",0.7667076587677002,
"322
",0.770836591720581,
"320
",0.7749066352844238,
"327
",0.7830910682678223,
"330
",0.7871890068054199,
"329
",0.7912957668304443,
"333
",0.7995049953460693,
"336
",0.80356764793396,
"333
",0.807680606842041,
"324
",0.8123104572296143,
"325
",0.8199656009674072,
"333
",0.8240785598754883,
"332
",0.8283712863922119,
"324
",0.8322751522064209,
"330
",0.8404762744903564,
"339
",0.8445315361022949,
"336
",0.848656415939331,
"331
",0.8567793369293213,
"336
",0.8609108924865723,
"346
",0.8650321960449219,
"340
",0.8691203594207764,
"331
",0.8773095607757568,
"328
",0.8814907073974609,
"329
",0.8854799270629883,
"326
",0.8896005153656006,
"326
",0.8977494239807129,
"334
",0.9018878936767578,
"337
",0.9060013294219971,
"325
",0.9145269393920898,
"321
",0.9182629585266113,
"329
",0.9223489761352539,
"333
",0.9264779090881348,
"327
",0.9346613883972168,
"324
",0.9387679100036621,
"332
",0.9432981014251709,
"336
",0.9469645023345947,
"333
",0.9551284313201904,
"333
",0.9592442512512207,
"337
",0.9633457660675049,
"334
",0.9674932956695557,
"326
",0.9761884212493896,
"329
",0.9797537326812744,
"337
",0.9838488101959229,
"334
",0.9920237064361572,
"326
",0.9961380958557129,
"331
",1.0002222061157227,
"340
",1.004335641860962,
"338
",1.0124828815460205,
"333
",1.0166208744049072,
"340
",1.0207254886627197,
"345
",1.0248219966888428,
"332
",1.0329830646514893,
"326
",1.0371828079223633,
"332
",1.041259527206421,
"337
",1.0493626594543457,
"330
",1.0535004138946533,
"328
",1.0576114654541016,
"334
",1.061671257019043,
"336
",1.069854974746704,
"329
",1.073946475982666,
"334
",1.0780463218688965,
"356
",1.0821411609649658,
"365
",1.090306043624878,
"357
",1.0944859981536865,
"358
",1.0985264778137207,
"368
",1.107621431350708,
"374
",1.1108360290527344,
"350
",1.11492919921875,
"276
",1.119009256362915,
"242
",1.127197265625,
"223
",1.1313021183013916,
"201
",1.1354169845581055,
"216
",1.139482021331787,
"244
",1.1476621627807617,
"260
",1.1517760753631592,
"274
",1.1558754444122314,
"297
",1.1599781513214111,
"317
",1.1692125797271729,
"326
",1.1722900867462158,
"334
",1.1763560771942139,
"350
",1.1845300197601318,
"361
",1.1886463165283203,
"357
",1.1927857398986816,
"357
",1.1968791484832764,
"364
",1.2050015926361084,
"366
",1.2091295719146729,
"359
",1.2132375240325928,
"361
",1.2173328399658203,
"368
",1.2254834175109863,
"364
",1.2297677993774414,
"357
",1.233720064163208,
"362
",1.2418766021728516,
"369
",1.246013879776001,
"367
",1.2501063346862793,
"363
",1.2542011737823486,
"371
",1.2623810768127441,
"379
",1.2664947509765625,
"376
",1.2705776691436768,
"373
",1.2746851444244385,
"382
",1.2828521728515625,
"388
",1.2869539260864258,
"382
",1.2910645008087158,
"386
",1.2992527484893799,
"399
",1.3033666610717773,
"408
",1.3075180053710938,
"402
",1.3115875720977783,
"397
",1.3197534084320068,
"403
",1.3239939212799072,
"412
",1.3279383182525635,
"418
",1.3320379257202148,
"427
",1.340207576751709,
"433
",1.3443384170532227,
"426
",1.3484723567962646,
"410
",1.3566334247589111,
"402
",1.3607125282287598,
"398
",1.3648064136505127,
"383
",1.3689134120941162,
"365
",1.3771052360534668,
"358
",1.3811826705932617,
"354
",1.3852922916412354,
"343
",1.3894031047821045,
"333
",1.3975696563720703,
"335
",1.4016401767730713,
"335
",1.405733585357666,
"326
",1.4098289012908936,
"322
",1.4182090759277344,
"326
",1.422179937362671,
"327
",1.4262425899505615,
"314
",1.4344830513000488,
"312
",1.4385344982147217,
"323
",1.4426348209381104,
"332
",1.446744441986084,
"327
",1.454904556274414,
"325
",1.4590365886688232,
"330
",1.4631409645080566,
"327
",1.467167854309082,
"319
",1.4753379821777344,
"320
",1.4797255992889404,
"327
",1.4836421012878418,
"325
",1.4917917251586914,
"319
",1.495893955230713,
"324
",1.5000391006469727,
"332
",1.5040850639343262,
"328
",1.5123193264007568,
"323
",1.5163853168487549,
"330
",1.5204987525939941,
"336
",1.5245816707611084,
"331
",1.5327317714691162,
"329
",1.5368664264678955,
"337
",1.5409810543060303,
"342
",1.5491511821746826,
"336
",1.5532238483428955,
"335
",1.5573506355285645,
"342
",1.5615260601043701,
"345
",1.5696208477020264,
"336
",1.5737507343292236,
"336
",1.5778660774230957,
"342
",1.5819330215454102,
"342
",1.5900709629058838,
"335
",1.594172716140747,
"336
",1.5982799530029297,
"342
",1.6024107933044434,
"340
",1.610569953918457,
"332
",1.6146893501281738,
"335
",1.6187965869903564,
"343
",1.6269855499267578,
"339
",1.6310863494873047,
"331
",1.635193109512329,
"336
",1.639298915863037,
"341
",1.6474931240081787,
"337
",1.6515507698059082,
"331
",1.6556551456451416,
"337
",1.6597540378570557,
"343
",1.6679291725158691,
"335
",1.6729209423065186,
"332
",1.6762001514434814,
"337
",1.6843156814575195,
"340
",1.688513994216919,
"332
",1.6925499439239502,
"330
",1.6966562271118164,
"337
",1.7048227787017822,
"338
",1.7089157104492188,
"330
",1.7130303382873535,
"329
",1.7171368598937988,
"337
",1.7252991199493408,
"336
",1.7293951511383057,
"328
",1.7336108684539795,
"331
",1.7416763305664062,
"338
",1.7457587718963623,
"335
",1.749889850616455,
"330
",1.7540135383605957,
"332
",1.7621448040008545,
"339
",1.766268014907837,
"336
",1.7703356742858887,
"331
",1.774491310119629,
"336
",1.7826087474822998,
"339
",1.7867326736450195,
"333
",1.790842056274414,
"334
",1.7994091510772705,
"342
",1.803154706954956,
"348
",1.8072435855865479,
"342
",1.8113634586334229,
"344
",1.819505214691162,
"350
",1.8236231803894043,
"344
",1.8277347087860107,
"331
",1.8318238258361816,
"330
",1.8399686813354492,
"337
",1.8440885543823242,
"337
",1.8481824398040771,
"329
",1.852299690246582,
"330
",1.8607606887817383,
"337
",1.864583969116211,
"337
",1.8686926364898682,
"336
",1.8768396377563477,
"355
",1.8809642791748047,
"368
",1.8850610256195068,
"363
",1.8891723155975342,
"359
",1.8973336219787598,
"375
",1.9015042781829834,
"385
",1.9055392742156982,
"332
",1.9096336364746094,
"236
",1.9178130626678467,
"222
",1.9219434261322021,
"223
",1.9261806011199951,
"204
",1.934206247329712,
"215
",1.9383108615875244,
"248
",1.9424164295196533,
"277
",1.946518898010254,
"285
",1.954984188079834,
"302
",1.9588003158569336,
"326
",1.962888240814209,
"339
",1.9670155048370361,
"340
",1.9752447605133057,
"352
",1.9793577194213867,
"364
",1.9834256172180176,
"364
",1.9915885925292969,
"357
",1.9956650733947754,
"361
",1.9997901916503906,
"371
",2.0038700103759766,
"368
",2.0121097564697266,
"361
",2.0161633491516113,
"365
",2.0202314853668213,
"372
",2.0243308544158936,
"368
",2.0325143337249756,
"365
",2.0366275310516357,
"371
",2.0407309532165527,
"377
",2.048882007598877,
"371
",2.0530917644500732,
"369
",2.0571184158325195,
"378
",2.0612173080444336,
"383
",2.0693862438201904,
"377
",2.074241876602173,
"378
",2.0780677795410156,
"388
",2.081695556640625,
"393
",2.0898659229278564,
"389
",2.0940170288085938,
"395
",2.098069190979004,
"406
",2.1021971702575684,
"410
",2.110365390777588,
"405
",2.1145124435424805,
"411
",2.118574619293213,
"420
",2.1267364025115967,
"418
",2.1308608055114746,
"409
",2.1349451541900635,
"410
",2.13907790184021,
"413
",2.1472299098968506,
"402
",2.1513402462005615,
"387
",2.1555302143096924,
"382
",2.1595218181610107,
"377
",2.1677098274230957,
"360
",2.1718459129333496,
"346
",2.175936460494995,
"345
",2.1841115951538086,
"342
",2.18821382522583,
"330
",2.1923105716705322,
"325
",2.1964282989501953,
"331
",2.2045884132385254,
"329
",2.2086901664733887,
"321
",2.212790012359619,
"320
",2.2168922424316406,
"328
",2.225055456161499,
"328
",2.2291653156280518,
"321
",2.233290910720825,
"321
",2.2414846420288086,
"328
",2.2455413341522217,
"325
",2.249608278274536,
"317
",2.253743886947632,
"322
",2.261944532394409,
"328
",2.266629695892334,
"323
",2.2701408863067627,
"317
",2.27423095703125,
"323
",2.282386302947998,
"329
",2.286496162414551,
"324
",2.2906112670898438,
"320
",2.294717311859131,
"327
",2.3028714656829834,
"331
",2.306981086730957,
"326
",2.311091423034668,
"322
",2.3192572593688965,
"331
",2.3233823776245117,
"335
",2.3275136947631836,
"327
",2.3319106101989746,
"328
",2.339745283126831,
"335
",2.343867063522339,
"337
",2.347931385040283,
"330
",2.352038860321045,
"332
",2.360334873199463,
"340
",2.3643441200256348,
"339
",2.3685011863708496,
"330
",2.3766191005706787,
"334
",2.3807260990142822,
"341
",2.3848350048065186,
"337
",2.388927698135376,
"330
",2.3970983028411865,
"334
",2.4012105464935303,
"340
",2.4053151607513428,
"336
",2.409461498260498,
"329
",2.4175779819488525,
"336
",2.421715497970581,
"339
",2.425837755203247,
"333
",2.433995485305786,
"329
",2.438082218170166,
"336
",2.4421591758728027,
"340
",2.4463233947753906,
"332
",2.4544894695281982,
"331
",2.458819627761841,
"338
",2.4626801013946533,
"340
",2.466773271560669,
"332
",2.4749526977539062,
"332
",2.4790735244750977,
"340
",2.4831478595733643,
"341
",2.4913341999053955,
"332
",2.495518445968628,
"334
",2.4995510578155518,
"342
",2.5036585330963135,
"339
",2.511803150177002,
"333
",2.515942096710205,
"337
",2.5203983783721924,
"343
",2.524141311645508,
"338
",2.5322964191436768,
"331
",2.5364208221435547,
"336
",2.540515184402466,
"343
",2.5446059703826904,
"339
",2.5527842044830322,
"334
",2.556896209716797,
"340
",2.5609982013702393,
"345
",2.5691394805908203,
"338
",2.573270559310913,
"335
",2.5773353576660156,
"342
",2.581496238708496,
"345
",2.5896573066711426,
"336
",2.593768835067749,
"335
",2.5978496074676514,
"342
",2.601987361907959,
"343
",2.610133409500122,
"334
",2.6143317222595215,
"334
",2.6183853149414062,
"342
",2.6265065670013428,
"341
",2.6306300163269043,
"333
",2.6347239017486572,
"336
",2.638845920562744,
"343
",2.64707350730896,
"338
",2.6511244773864746,
"331
",2.655198812484741,
"336
",2.6592979431152344,
"341
",2.667506217956543,
"338
",2.6716060638427734,
"334
",2.675712823867798,
"337
",2.6838529109954834,
"339
",2.6879770755767822,
"331
",2.6920876502990723,
"332
",2.696180820465088,
"340
",2.704357147216797,
"346
",2.708707332611084,
"341
",2.7125701904296875,
"341
",2.716662645339966,
"348
",2.7248172760009766,
"344
",2.7289414405822754,
"331
",2.733036994934082,
"331
",2.737149953842163,
"340
",2.7453017234802246,
"340
",2.7494285106658936,
"330
",2.753493070602417,
"330
",2.761683464050293,
"338
",2.765808582305908,
"336
",2.769867420196533,
"334
",2.774038553237915,
"353
",2.782172679901123,
"369
",2.7862839698791504,
"364
",2.790384292602539,
"360
",2.7945141792297363,
"379
",2.8026552200317383,
"392
",2.8067944049835205,
"343
",2.810868978500366,
"242
",2.819064140319824,
"216
",2.823155641555786,
"218
",2.827237367630005,
"195
",2.8313450813293457,
"202
",2.839560031890869,
"236
",2.84366774559021,
"268
",2.8477632999420166,
"278
",2.851870059967041,
"296
",2.8600285053253174,
"323
",2.8641326427459717,
"335
",2.8682668209075928,
"338
",2.876410722732544,
"348
",2.880531072616577,
"360
",2.8846139907836914,
"361
",2.8887181282043457,
"354
",2.8969078063964844,
"360
",2.901190757751465,
"369
",2.905076742172241,
"365
",2.9092023372650146,
"359
",2.9173686504364014,
"365
",2.9215612411499023,
"371
",2.9255692958831787,
"366
",2.933795690536499,
"362
",2.9378740787506104,
"370
",2.9420104026794434,
"376
",2.946049451828003,
"368
",2.9542388916015625,
"366
",2.9583535194396973,
"374
",2.9626643657684326,
"379
",2.9665913581848145,
"372
",2.974703073501587,
"373
",2.978832483291626,
"384
",2.9829471111297607,
"389
",2.9870643615722656,
"384
",2.995206356048584,
"389
",2.9993178844451904,
"401
",3.0034267902374268,
"403
",3.0115773677825928,
"399
",3.015711784362793,
"405
",3.0198051929473877,
"416
",3.023932695388794,
"413
",3.0320816040039062,
"405
",3.036186933517456,
"409
",3.040294885635376,
"412
",3.044407844543457,
"402
",3.0525169372558594,
"388
",3.056633472442627,
"386
",3.0607855319976807,
"382
",3.0689401626586914,
"365
",3.073026418685913,
"351
",3.0771372318267822,
"350
",3.0812759399414062,
"346
",3.089428424835205,
"333
",3.0937769412994385,
"329
",3.0976269245147705,
"333
",3.10174822807312,
"333
",3.109907865524292,
"323
",3.114046573638916,
"322
",3.1180760860443115,
"329
",3.126296043395996,
"328
",3.1303701400756836,
"319
",3.1345317363739014,
"321
",3.1386232376098633,
"327
",3.1467950344085693,
"326
",3.150895595550537,
"317
",3.15500545501709,
"321
",3.1591131687164307,
"327
",3.1672589778900146,
"323
",3.171384572982788,
"316
",3.175542116165161,
"321
",3.179572343826294,
"327
",3.1877777576446533,
"322
",3.191861629486084,
"318
",3.195974588394165,
"328
",3.2041053771972656,
"330
",3.208251714706421,
"323
",3.212348461151123,
"321
",3.2164642810821533,
"330
",3.2246274948120117,
"334
",3.228726863861084,
"328
",3.2328290939331055,
"328
",3.236909866333008,
"337
",3.245096445083618,
"338
",3.2492871284484863,
"330
",3.25327730178833,
"332
",3.2615082263946533,
"340
",3.2655816078186035,
"338
",3.269674062728882,
"331
",3.27374267578125,
"333
",3.2819864749908447,
"340
",3.286071300506592,
"336
",3.29014253616333,
"329
",3.2942614555358887,
"335
",3.3025078773498535,
"342
",3.3065531253814697,
"336
",3.310666084289551,
"330
",3.3188352584838867,
"337
",3.322930335998535,
"342
",3.32702898979187,
"336
",3.3311266899108887,
"330
",3.339303731918335,
"336
",3.3434464931488037,
"340
",3.347628593444824,
"333
",3.35160493850708,
"331
",3.3597970008850098,
"338
",3.363915205001831,
"338
",3.3680224418640137,
"329
",3.376296281814575,
"329
",3.380291223526001,
"336
",3.384383201599121,
"335
",3.3885304927825928,
"326
",3.3966550827026367,
"330
",3.400782823562622,
"338
",3.404883623123169,
"336
",3.409118413925171,
"329
",3.417125940322876,
"332
",3.421248435974121,
"339
",3.425344944000244,
"334
",3.429535150527954,
"328
",3.4376113414764404,
"334
",3.4417524337768555,
"340
",3.4458253383636475,
"333
",3.4540305137634277,
"329
",3.458118200302124,
"336
",3.462198495864868,
"341
",3.46630597114563,
"334
",3.474531650543213,
"332
",3.478585720062256,
"340
",3.4827256202697754,
"341
",3.4868290424346924,
"332
",3.4949774742126465,
"331
",3.499109983444214,
"338
",3.5032310485839844,
"338
",3.511376142501831,
"330
",3.515540599822998,
"331
",3.51956844329834,
"339
",3.5236897468566895,
"336
",3.5318503379821777,
"328
",3.5360586643218994,
"332
",3.540066719055176,
"340
",3.5441646575927734,
"335
",3.5523810386657715,
"328
",3.556436538696289,
"333
",3.560537815093994,
"338
",3.568746566772461,
"332
",3.572827100753784,
"327
",3.576936721801758,
"333
",3.581017255783081,
"340
",3.589193820953369,
"333
",3.5933072566986084,
"327
",3.5974233150482178,
"335
",3.60187029838562,
"339
",3.609689950942993,
"332
",3.613802671432495,
"334
",3.6178643703460693,
"345
",3.6220195293426514,
"348
",3.6301915645599365,
"339
",3.634314775466919,
"338
",3.638399362564087,
"341
",3.646548271179199,
"338
",3.6506612300872803,
"329
",3.6547791957855225,
"332
",3.6588873863220215,
"338
",3.667065382003784,
"335
",3.671138286590576,
"327
",3.675250291824341,
"333
",3.6793670654296875,
"341
",3.687518358230591,
"343
",3.6916794776916504,
"353
",3.695803165435791,
"365
",3.70395827293396,
"368
",3.7080471515655518,
"366
",3.7121851444244385,
"376
",3.716263771057129,
"382
",3.724368095397949,
"318
",3.728506326675415,
"225
",3.73260760307312,
"210
",3.7367103099823,
"211
",3.7448782920837402,
"206
",3.7490100860595703,
"218
",3.7532453536987305,
"247
",3.7612459659576416,
"281
",3.7653541564941406,
"298
",3.769500494003296,
"309
",3.7735257148742676,
"327
",3.781761646270752,
"342
",3.785841226577759,
"348
",3.7899458408355713,
"348
",3.7940151691436768,
"356
",3.802220582962036,
"363
",3.8063347339630127,
"359
",3.8104515075683594,
"355
",3.8186051845550537,
"362
",3.8227121829986572,
"368
",3.8268120288848877,
"362
",3.830919027328491,
"358
",3.83909010887146,
"366
",3.8431966304779053,
"371
",3.8473012447357178,
"364
",3.851405620574951,
"363
",3.8595681190490723,
"371
",3.863680362701416,
"375
",3.8677878379821777,
"368
",3.8718271255493164,
"370
",3.8800618648529053,
"378
",3.8841216564178467,
"381
",3.8882627487182617,
"376
",3.896522283554077,
"381
",3.900536298751831,
"392
",3.9046432971954346,
"393
",3.9087612628936768,
"388
",3.916917324066162,
"397
",3.9210526943206787,
"408
",3.925097703933716,
"408
",3.9291839599609375,
"406
",3.9374172687530518,
"413
",3.94160795211792,
"419
",3.9456071853637695,
"412
",3.953754425048828,
"405
",3.9578583240509033,
"410
",3.961979866027832,
"409
",3.9660825729370117,
"393
",3.974277973175049,
"380
",3.978398561477661,
"378
",3.982555866241455,
"372
",3.9865849018096924,
"356
",3.994748830795288,
"348
",3.998889446258545,
"349
",4.0033323764801025,
"344
",4.011148929595947,
"333
",4.015235424041748,
"332
",4.019340753555298,
"336
",4.0234456062316895,
"333
",4.031628370285034,
"323
",4.0357513427734375,
"326
",4.0398313999176025,
"333
",4.0439348220825195,
"329
",4.0521204471588135,
"322
",4.056178092956543,
"328
",4.060322523117065,
"333
",4.064429521560669,
"326
",4.072588920593262,
"321
",4.076661109924316,
"327
",4.080785512924194,
"332
",4.0889787673950195,
"325
",4.093083381652832,
"321
",4.097317457199097,
"330
",4.101306676864624,
"334
",4.109538316726685,
"328
",4.113563060760498,
"327
",4.117612600326538,
"335
",4.12173056602478,
"337
",4.129955768585205,
"330
",4.13402795791626,
"333
",4.13813591003418,
"342
",4.1463165283203125,
"342
",4.150439977645874,
"334
",4.154521942138672,
"337
",4.158625364303589,
"345
",4.166795969009399,
"344
",4.170912504196167,
"337
",4.175016403198242,
"342
",4.179083347320557,
"348
",4.187294244766235,
"344
",4.1913721561431885,
"339
",4.1955506801605225,
"344
",4.203672885894775,
"348
",4.207798004150391,
"341
",4.211911678314209,
"337
",4.2160162925720215,
"343
",4.224165678024292,
"348
",4.228292465209961,
"339
",4.232377052307129,
"337
",4.236559152603149,
"346
",4.244649171829224,
"347
",4.248732089996338,
"338
",4.252862930297852,
"339
",4.261006116867065,
"348
",4.265155792236328,
"348
",4.269253492355347,
"340
",4.273359298706055,
"341
",4.281526565551758,
"348
",4.285628080368042,
"347
",4.2897584438323975,
"338
",4.293848276138306,
"342
",4.302016019821167,
"348
",4.306081533432007,
"345
",4.310235261917114,
"340
",4.314301252365112,
"346
",4.322626352310181,
"351
",4.326589107513428,
"345
",4.330730199813843,
"340
",4.3388450145721436,
"347
",4.342946529388428,
"351
",4.347069025039673,
"344
",4.351140260696411,
"340
",4.359330177307129,
"346
",4.363406658172607,
"349
",4.367541074752808,
"342
",4.371649265289307,
"340
",4.379810571670532,
"348
",4.383920192718506,
"350
",4.388148307800293,
"343
",4.39619255065918,
"343
",4.4003005027771,
"350
",4.404403924942017,
"350
",4.408534288406372,
"341
",4.416696310043335,
"343
",4.420824289321899,
"351
",4.424874782562256,
"348
",4.4289915561676025,
"341
",4.437153100967407,
"346
",4.441281080245972,
"350
",4.44536280632019,
"344
",4.453564643859863,
"340
",4.457642316818237,
"345
",4.461774587631226,
"346
",4.46586012840271,
"339
",4.474047899246216,
"338
",4.478161573410034,
"348
",4.482407331466675,
"353
",4.486346006393433,
"346
",4.494511127471924,
"345
",4.498629093170166,
"356
",4.502732038497925,
"357
",4.506838321685791,
"343
",4.51502799987793,
"338
",4.519119024276733,
"344
",4.523217678070068,
"344
",4.531384229660034,
"336
",4.535524129867554,
"336
",4.5395824909210205,
"343
",4.543687582015991,
"342
",4.551908254623413,
"336
",4.556001901626587,
"350
",4.560102939605713,
"371
",4.564208030700684,
"368
",4.572341680526733,
"359
",4.576580286026001,
"368
",4.580585241317749,
"385
",4.588740825653076,
"376
",4.592906951904297,
"302
",4.596935272216797,
"244
",4.601044178009033,
"239
",4.609217882156372,
"213
",4.613348007202148,
"210
",4.617428302764893,
"237
",4.621546745300293,
"268
",4.62967848777771,
"278
",4.633818626403809,
"292
",4.637900114059448,
"315
",4.646363973617554,
"332
",4.650214195251465,
"332
",4.654278516769409,
"342
",4.658382177352905,
"358
",4.666560411453247,
"361
",4.670680999755859,
"355
",4.674797773361206,
"359
",4.6789000034332275,
"366
",4.6870434284210205,
"364
",4.691157341003418,
"358
",4.695250511169434,
"364
",4.703506946563721,
"372
",4.707674980163574,
"367
",4.711656093597412,
"362
",4.715753555297852,
"369
",4.723915338516235,
"374
",4.72806978225708,
"367
",4.732146263122559,
"363
",4.736252784729004,
"371
",4.744403123855591,
"377
",4.748547792434692,
"370
",4.752622604370117,
"370
",4.756720066070557,
"381
",4.76487398147583,
"386
",4.769008636474609,
"381
",4.773595333099365,
"385
",4.781276226043701,
"397
",4.785391569137573,
"401
",4.789556503295898,
"397
",4.793582201004028,
"405
",4.8017637729644775,
"414
",4.80588698387146,
"414
",4.809976577758789,
"408
",4.814061164855957,
"412
",4.822237968444824,
"416
",4.826345205307007,
"408
",4.830448150634766,
"394
",4.838956832885742,
"390
",4.842746734619141,
"385
",4.846839666366577,
"368
",4.850944757461548,
"353
",4.859110355377197,
"351
",4.863213777542114,
"347
",4.867326736450195,
"332
",4.871426582336426,
"324
",4.879586458206177,
"328
",4.8837058544158936,
"327
",4.887776851654053,
"316
",4.895978927612305,
"316
",4.900184392929077,
"322
",4.9042181968688965,
"322
",4.908313274383545,
"313
",4.916512966156006,
"315
",4.9205756187438965,
"323
",4.9246826171875,
"321
",4.9287919998168945,
"312
",4.936959505081177,
"315
",4.941061735153198,
"323
",4.945139169692993,
"319
",4.949239253997803,
"312
",4.9574291706085205,
"319
",4.961544036865234,
"325
",4.9656829833984375,
"319
",4.973802804946899,
"313
",4.977939605712891,
"321
",4.982030391693115,
"326
",4.986104726791382,
"320
",4.994310140609741,
"319
",4.998440265655518,
"327
",5.002520322799683,
"332
",5.006603717803955,
"324
",5.014775276184082,
"325
",5.018903017044067,
"333
",5.0230066776275635,
"336
",5.031425714492798,
"328
",5.035297870635986,
"330
",5.039392948150635,
"338
",5.043570041656494,
"339
",5.051664352416992,
"331
",5.055795192718506,
"333
",5.059874534606934,
"341
",5.063995599746704,
"337
",5.072147369384766,
"328
",5.076266288757324,
"333
",5.08035683631897,
"338
",5.088536262512207,
"334
",5.092645168304443,
"328
",5.0969414710998535,
"334
",5.100837230682373,
"339
",5.108999013900757,
"330
",5.113125801086426,
"326
",5.117198467254639,
"335
",5.121306419372559,
"337
",5.129551410675049,
"329
",5.133584499359131,
"327
",5.1377036571502686,
"335
",5.145853281021118,
"334
",5.1500084400177,
"324
",5.154055595397949,
"324
",5.158204793930054,
"332
",5.166329860687256,
"333
",5.170546770095825,
"324
",5.174548387527466,
"327
",5.1786627769470215,
"333
",5.186824798583984,
"331
",5.190968990325928,
"323
",5.195055961608887,
"328
",5.1991660594940186,
"334
",5.207300901412964,
"329
",5.2114317417144775,
"322
",5.2155492305755615,
